표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7075970004","075970","동국알앤에스","동국알앤에스","DONGKUK REFRACTORIES & STEEL CO., LTD.","2004/02/13","KOSDAQ","주권","중견기업부","보통주","1000","18400000"
"KR7100130004","100130","동국에스엔씨","동국S&C","DONGKUK STRUCTURES & CONSTRUCTION COMPANY LIMITED","2009/08/31","KOSDAQ","주권","우량기업부","보통주","500","57143000"
"KR7086450004","086450","동국제약","동국제약","DongKook Pharmaceutical Co.,Ltd.","2007/05/29","KOSDAQ","주권","우량기업부","보통주","500","44460000"
"KR7099410003","099410","동방선기","동방선기","Dongbang Ship Machinery Co., Ltd","2009/11/10","KOSDAQ","주권","중견기업부","보통주","500","13541002"
"KR7033500000","033500","동성화인텍","동성화인텍","DONGSUNG FINETEC CO., Ltd","1997/12/19","KOSDAQ","주권","중견기업부","보통주","500","27493533"
"KR7025950007","025950","동신건설","동신건설","DongshinEngineering&Construction","1995/08/07","KOSDAQ","주권","중견기업부","보통주","500","8400000"
"KR7088130000","088130","동아엘텍","동아엘텍","DONG A ELTEK Co., Ltd","2007/01/03","KOSDAQ","주권","우량기업부","보통주","500","10662938"
"KR7041930009","041930","동아화성","동아화성","DONG-A HWA SUNG CO.,LTD","2001/12/26","KOSDAQ","주권","우량기업부","보통주","500","15800000"
"KR7060380003","060380","동양에스텍","동양에스텍","Dongyang S·TEC Co., Ltd.","2002/02/05","KOSDAQ","주권","중견기업부","보통주","500","10000000"
"KR7079960001","079960","동양이엔피","동양이엔피","DONGYANG E&P INC.","2005/02/01","KOSDAQ","주권","우량기업부","보통주","500","7860000"
"KR7228340006","228340","동양파일","동양파일","TONGYANG PILE, Inc.","2016/04/06","KOSDAQ","주권","중견기업부","보통주","500","20000000"
"KR7088910005","088910","동우팜투테이블","동우팜투테이블","DONGWOO FARM TO TABLE CO., LTD","2006/06/23","KOSDAQ","주권","우량기업부","보통주","500","25831764"
"KR7094170008","094170","동운아나텍","동운아나텍","DONGWOON ANATECH CO.,LTD.","2015/06/30","KOSDAQ","주권","벤처기업부","보통주","500","15758872"
"KR7013120001","013120","동원개발","동원개발","DongwonDevelopment","1994/12/29","KOSDAQ","주권","우량기업부","보통주","500","90808100"
"KR7109860007","109860","동일금속","동일금속","DONGIL METAL CO., LTD.","2009/07/28","KOSDAQ","주권","우량기업부","보통주","500","7000000"
"KR7032960007","032960","동일기연","동일기연","DongilTechnology","1997/07/18","KOSDAQ","주권","벤처기업부","보통주","500","3407309"
"KR7023790009","023790","동일철강","동일철강","DongilSteel","1994/11/07","KOSDAQ","주권","중견기업부","보통주","500","7345085"
"KR7005290002","005290","동진쎄미켐","동진쎄미켐","DONGJIN SEMICHEM CO., LTD.","1999/12/21","KOSDAQ","주권","우량기업부","보통주","500","51414494"
"KR7025900002","025900","동화기업","동화기업","DONGWHA ENTERPRISE CO., LTD.","1995/08/07","KOSDAQ","주권","우량기업부","보통주","500","20198382"
"KR7073190001","073190","듀오백","듀오백","DUOBACK CO., LTD.","2004/02/06","KOSDAQ","주권","중견기업부","보통주","500","11968040"
"KR7030350003","030350","드래곤플라이","드래곤플라이","Dragonfly GF Co., Ltd.","1997/11/10","KOSDAQ","주권","중견기업부","보통주","500","17107393"
"KR7203650007","203650","드림시큐리티","드림시큐리티","Dream Security Co.,Ltd.","2014/10/13","KOSDAQ","주권","벤처기업부","보통주","100","50605754"
"KR7223250002","223250","드림씨아이에스","드림씨아이에스","DreamCIS INC.","2020/05/22","KOSDAQ","주권","중견기업부","보통주","500","5565870"
"KR7060570009","060570","드림어스컴퍼니","드림어스컴퍼니","Dreamus Company","2003/12/19","KOSDAQ","주권","중견기업부","보통주","500","56859847"
"KR7217620004","217620","디딤","디딤","Didim Inc.","2015/06/10","KOSDAQ","주권","벤처기업부","보통주","100","37001905"
"KR7187870001","187870","디바이스이엔지","디바이스이엔지","Device ENG CO.,Ltd","2017/12/20","KOSDAQ","주권","벤처기업부","보통주","500","7036609"
"KR7367340007","367340","디비금융제8호기업인수목적","DB금융스팩8호","DB Finance No.8 Special Purpose Acquisition Co., Ltd.","2020/12/09","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6050000"
"KR7066670001","066670","디스플레이테크","디스플레이텍","Display Tech Co.,Ltd","2002/12/30","KOSDAQ","주권","우량기업부","보통주","500","18691918"
"KR7110990009","110990","디아이티","디아이티","Digital Imaging Technology, Inc.","2018/08/07","KOSDAQ","주권","우량기업부","보통주","100","18900000"
"KR7263690000","263690","디알젬","디알젬","DRGEM CORPORATION","2018/11/22","KOSDAQ","주권","중견기업부","보통주","500","11325610"
"KR7214680001","214680","디알텍","디알텍","DRTECH Corporation","2015/04/20","KOSDAQ","주권","벤처기업부","보통주","100","51782343"
"KR7263720005","263720","디앤씨미디어","디앤씨미디어","D&C MEDIA CO.,LTD.","2017/08/01","KOSDAQ","주권","벤처기업부","보통주","500","12275111"
"KR7241520006","241520","디에스씨인베스트먼트","DSC인베스트먼트","DSC Investment Inc.","2016/12/19","KOSDAQ","주권","벤처기업부","보통주","500","18538829"
"KR7109740001","109740","디에스케이","디에스케이","DSK Co.,Ltd.","2009/09/23","KOSDAQ","주권","벤처기업부","보통주","500","20354763"
"KR7033430000","033430","디에스티","디에스티","DST Co., Ltd.","1998/05/25","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","66923493"
"KR7131030009","131030","디에이치피코리아","디에이치피코리아","DHP KOREA.CO., Ltd","2010/12/03","KOSDAQ","주권","우량기업부","보통주","500","16564797"
"KR7196490007","196490","디에이테크놀로지","디에이테크놀로지","DA Technology Co.,Ltd.","2014/11/19","KOSDAQ","주권","벤처기업부","보통주","2500","23074475"
"KR7066900002","066900","디에이피","디에이피","DAP Co., Ltd","2004/05/14","KOSDAQ","주권","우량기업부","보통주","500","22744503"
"KR7127120004","127120","디엔에이링크","디엔에이링크","DNA Link, Inc","2011/12/26","KOSDAQ","주권","기술성장기업부","보통주","500","16393692"
"KR7092070002","092070","디엔에프","디엔에프","DNF Co., Ltd.","2007/11/16","KOSDAQ","주권","우량기업부","보통주","500","10761828"
"KR7068790005","068790","디엠에스","DMS","DMS Co.,Ltd.","2004/10/01","KOSDAQ","주권","우량기업부","보통주","500","24573061"
"KR7134580000","134580","디엠티","디엠티","Digital Multimedia Technology Co.,Ltd.","2013/11/26","KOSDAQ","주권","중견기업부","보통주","500","11250000"
"KR7039840004","039840","디오","디오","DIO Corporation","2000/06/29","KOSDAQ","주권","우량기업부","보통주","500","15523602"
"KR7196450001","196450","디오스텍","디오스텍","DIOSTECH Co., Ltd","2014/06/02","KOSDAQ","주권","관리종목(소속부없음)","보통주","200","144000969"
"KR7104460001","104460","디와이피엔에프","디와이피엔에프","DYPNF CO.,LTD","2009/12/22","KOSDAQ","주권","우량기업부","보통주","500","10713625"
"KR7079810008","079810","디이엔티","디이엔티","DE&T Co., Ltd.","2005/01/26","KOSDAQ","주권","중견기업부","보통주","500","13036859"
"KR7227100005","227100","디자인","디자인","DESIGN Co., Ltd.","2018/11/15","KOSDAQ","주권","벤처기업부","보통주","500","3405431"
"KR7113810006","113810","디젠스","디젠스","Dgenx Co., Ltd.","2012/11/22","KOSDAQ","주권","벤처기업부","보통주","500","32628051"
"KR7043360007","043360","디지아이","디지아이","Digital Graphics Incorporation","2001/07/20","KOSDAQ","주권","벤처기업부","보통주","500","9000000"
"KR7197140007","197140","디지캡","디지캡","DigiCAP","2018/09/07","KOSDAQ","주권","벤처기업부","보통주","500","7409323"
"KR7106520000","106520","디지탈옵틱","디지탈옵틱","Digital Optics Co., Ltd.","2012/07/13","KOSDAQ","주권","중견기업부","보통주","500","118762753"
"KR7068930007","068930","디지털대성","디지털대성","Digital Daesung Co., Ltd.","2003/10/17","KOSDAQ","주권","우량기업부","보통주","500","22713473"
"KR7033130006","033130","디지틀조선일보","디지틀조선","DigitalChosun","1997/08/06","KOSDAQ","주권","중견기업부","보통주","500","37115267"
"KR7105740005","105740","디케이락","디케이락","DK-Lok Corporation","2010/11/12","KOSDAQ","주권","우량기업부","보통주","500","8449912"
"KR7263020000","263020","디케이앤디","디케이앤디","DK&D","2018/11/20","KOSDAQ","주권","벤처기업부","보통주","500","7763202"
"KR7290550003","290550","디케이티","디케이티","DK Tech Co., Ltd.","2018/12/21","KOSDAQ","주권","중견기업부","보통주","500","8231333"
"KR7187220009","187220","디티앤씨","디티앤씨","DT&C.co.,ltd.","2014/12/17","KOSDAQ","주권","벤처기업부","보통주","500","10951507"
"KR7131180002","131180","딜리","딜리","DILLI ILLUSTRATE INC.,","2011/01/31","KOSDAQ","주권","벤처기업부","보통주","100","29350000"
"KR7317120004","317120","라닉스","라닉스","RANIX INC.","2019/09/18","KOSDAQ","주권","기술성장기업부","보통주","500","9595500"
"KR7042510008","042510","라온시큐어","라온시큐어","RaonSecure Co., Ltd.","2001/01/03","KOSDAQ","주권","벤처기업부","보통주","500","37390559"
"KR7300120003","300120","라온피플","라온피플","LaonPeople Inc.","2019/10/18","KOSDAQ","주권","벤처기업부","보통주","500","10497456"
"KR7050120005","050120","라이브플렉스","라이브플렉스","LIVEPLEX CO., LTD.","2002/04/25","KOSDAQ","주권","중견기업부","보통주","500","135640864"
"KR7171120009","171120","라이온켐텍","라이온켐텍","LION CHEMTECH CO., Ltd.","2013/11/19","KOSDAQ","주권","우량기업부","보통주","500","18893576"
"KR7069540003","069540","라이트론","라이트론","LIGHTRON INC.","2004/02/13","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","23174379"
"KR7214260002","214260","라파스","라파스","Raphas Co., Ltd.","2019/11/11","KOSDAQ","주권","기술성장기업부","보통주","500","8417916"
"KR7171010002","171010","램테크놀러지","램테크놀러지","RAM TECHNOLOGY CO., LTD.","2013/11/18","KOSDAQ","주권","벤처기업부","보통주","500","11606968"
"KR7084650001","084650","랩지노믹스","랩지노믹스","LabGenomics. Co., Ltd.","2014/12/16","KOSDAQ","주권","벤처기업부","보통주","500","11450097"
"KR7217500008","217500","러셀","러셀","RUSSELL CO., LTD.","2015/06/16","KOSDAQ","주권","벤처기업부","보통주","100","31812000"
"KR7033600008","033600","럭슬","럭슬","LUXL CO., LTD.","2000/11/21","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","52828103"
"KR7141080002","141080","레고켐바이오사이언스","레고켐바이오","LegoChem Biosciences Inc.","2013/05/10","KOSDAQ","주권","기술성장기업부","보통주","500","23683806"
"KR7060300001","060300","레드로버","레드로버","REDROVER CO.,LTD","2002/01/10","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","26648071"
"KR7038390001","038390","레드캡투어","레드캡투어","RedcapTour Co., Ltd.","2000/02/01","KOSDAQ","주권","우량기업부","보통주","500","8589480"
"KR7294140009","294140","레몬","레몬","LEMON COMPANY LIMITED","2020/02/28","KOSDAQ","주권","기술성장기업부","보통주","500","34500000"
"KR7228670006","228670","레이","레이","Ray Co., Ltd.","2019/08/08","KOSDAQ","주권","벤처기업부","보통주","500","6653267"
"KR7228850004","228850","레이언스","레이언스","RAYENCE CO., LTD.","2016/04/11","KOSDAQ","주권","우량기업부","보통주","500","16591014"
"KR7281740001","281740","레이크머티리얼즈","레이크머티리얼즈","Lake Materials Co., Ltd.","2017/12/12","KOSDAQ","주권","중견기업부","보통주","100","65730548"
"KR7215100009","215100","로보로보","로보로보","RoboRobo Co., Ltd.","2015/04/22","KOSDAQ","주권","벤처기업부","보통주","100","17798454"
"KR7090360009","090360","로보스타","로보스타","Robostar Co.,Ltd.","2011/10/17","KOSDAQ","주권","중견기업부","보통주","500","9750000"
"KR7108490004","108490","로보티즈","로보티즈","ROBOTIS","2018/10/26","KOSDAQ","주권","기술성장기업부","보통주","500","11251000"
"HK0000295359","900260","로스웰인터내셔널","로스웰","Rothwell International Co., Limited","2016/06/30","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","무액면","141781250"
"KR7067730002","067730","로지시스","로지시스","LOGISYS INC.","2015/07/29","KOSDAQ","주권","중견기업부","보통주","500","9340922"
"KR7071280002","071280","로체시스템즈","로체시스템즈","RORZE SYSTEMS CORPORATION","2003/11/14","KOSDAQ","주권","중견기업부","보통주","500","15296603"
"KR7038060000","038060","루멘스","루멘스","LUMENS CO., LTD.","2006/08/08","KOSDAQ","주권","중견기업부","보통주","500","47718750"
"KR7085370005","085370","루트로닉","루트로닉","Lutronic Corporation","2006/07/04","KOSDAQ","주권","벤처기업부","보통주","500","25754466"
"KR708537K039","08537M","루트로닉3우선주(전환)","루트로닉3우C","Lutronic(3PC)","2016/12/15","KOSDAQ","주권","벤처기업부","종류주권","500","634737"
"KR7060240009","060240","룽투코리아","룽투코리아","LONGTU KOREA Inc.","2002/01/04","KOSDAQ","주권","중견기업부","보통주","500","25429284"
"KR7058470006","058470","리노공업","리노공업","LEENO Industrial Inc","2001/12/18","KOSDAQ","주권","우량기업부","보통주","500","15242370"
"KR7039980008","039980","리노스","리노스","LEENOS CORP.","2002/08/13","KOSDAQ","주권","중견기업부","보통주","500","41540606"
"KR7019570001","019570","리더스 기술투자","리더스 기술투자","Leaders Technology Investment Co.,Ltd","1989/03/14","KOSDAQ","주권","중견기업부","보통주","500","95888652"
"KR7016100000","016100","리더스코스메틱","리더스코스메틱","LEADERS COSMETICS CO.,LTD.","2003/01/15","KOSDAQ","주권","중견기업부","보통주","500","18187414"
"KR7012700001","012700","리드코프","리드코프","The LEADCORP, Inc.","1996/01/19","KOSDAQ","주권","우량기업부","보통주","500","26446135"
"KR7302550009","302550","리메드","리메드","REMED CO.,LTD.","2019/12/06","KOSDAQ","주권","기술성장기업부","보통주","500","6088916"
"KR7029480001","029480","릭스솔루션","릭스솔루션","Lix Solution Co.,Ltd.","1996/08/27","KOSDAQ","주권","중견기업부","보통주","100","79665776"
"KR7277070009","277070","린드먼아시아인베스트먼트","린드먼아시아","Lindeman Asia Investment Corporation","2018/03/14","KOSDAQ","주권","중견기업부","보통주","500","13500000"
